Year,Quarter,Facility ID,Facility Name,City,State,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,Meets criteria for promoting interoperability of EHRs,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,TE Group Measure Count,Count of Facility TE Measures,County,Common State County FIPS Code,Latitude,Longitude,County HPSA Status,Designation Type,HPSA Score,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,Rural Status,HPSA Provider Ratio Goal,HPSA Shortage
2019,Q4,190026,RAPIDES REGIONAL MEDICAL CENTER,ALEXANDRIA,Louisiana,71301,Acute Care Hospitals,Proprietary,Yes,Y,2,Same As The National Average,Below The National Average,Below The National Average,Same As The National Average,Above The National Average,Below The National Average,Above The National Average,,,,,,,,,,,,,,,,,,,,,Rapides Parish,22079,31.29,-92.46,Non-Shortage Area,,,,,,,,,
2019,Q4,190027,CHRISTUS OCHSNER ST PATRICK HOSPITAL,LAKE CHARLES,Louisiana,70601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same As The National Average,Below The National Average,Above The National Average,Same As The National Average,Same As The National Average,Below The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Calcasieu Parish,22019,30.21,-93.2,Non-Shortage Area,,,,,,,,,
2019,Q4,190034,ABBEVILLE GENERAL HOSPITAL,ABBEVILLE,Louisiana,70510,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,Same As The National Average,Above The National Average,Above The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Vermilion Parish,22113,29.97,-92.12,Shortage Area,Geographic HPSA,17.0,11.47,58563.0,17.3,5106:1,Partially Rural,3500:1,5.26
2019,Q4,190036,OCHSNER MEDICAL CENTER,NEW ORLEANS,Louisiana,70121,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Above The National Average,Below The National Average,Below The National Average,Same As The National Average,Same As The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Jefferson Parish,22051,29.96,-90.16,Non-Shortage Area,,,,,,,,,
2019,Q4,190039,WEST JEFFERSON MEDICAL CENTER,MARRERO,Louisiana,70072,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Above The National Average,Above The National Average,Same As The National Average,Same As The National Average,Below The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Jefferson Parish,22051,29.88,-90.11,Non-Shortage Area,,,,,,,,,
2019,Q4,190040,SLIDELL MEMORIAL HOSPITAL,SLIDELL,Louisiana,70458,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Above The National Average,Same As The National Average,Below The National Average,Same As The National Average,Same As The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,St. Tammany Parish,22103,30.28,-89.77,Non-Shortage Area,,,,,,,,,
2019,Q4,190041,CHRISTUS HEALTH SHREVEPORT - BOSSIER,SHREVEPORT,Louisiana,71105,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Below The National Average,Above The National Average,Above The National Average,Same As The National Average,Below The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Caddo Parish,22017,32.46,-93.71,Non-Shortage Area,,,,,,,,,
2019,Q4,190044,ACADIA GENERAL HOSPITAL,CROWLEY,Louisiana,70526,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Above The National Average,Below The National Average,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Acadia Parish,22001,30.21,-92.37,Non-Shortage Area,,,,,,,,,
2019,Q4,190045,ST TAMMANY PARISH HOSPITAL,COVINGTON,Louisiana,70433,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,Above The National Average,Above The National Average,Below The National Average,Above The National Average,Same As The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,St. Tammany Parish,22103,30.47,-90.11,Non-Shortage Area,,,,,,,,,
2019,Q4,190046,TOURO INFIRMARY,NEW ORLEANS,Louisiana,70115,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Above The National Average,Below The National Average,Above The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Orleans Parish,22071,29.92,-90.1,Non-Shortage Area,,,,,,,,,
2019,Q4,190050,BEAUREGARD MEMORIAL HOSPITAL,DERIDDER,Louisiana,70634,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Above The National Average,Same As The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Beauregard Parish,22011,30.77,-93.24,Non-Shortage Area,,,,,,,,,
2019,Q4,190053,JENNINGS AMERICAN LEGION HOSPITAL,JENNINGS,Louisiana,70546,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same As The National Average,Below The National Average,Below The National Average,Above The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Jefferson Davis Parish,22053,30.22,-92.65,Non-Shortage Area,,,,,,,,,
2019,Q4,190054,IBERIA MEDICAL CENTER,NEW IBERIA,Louisiana,70562,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,Same As The National Average,Above The National Average,Same As The National Average,Below The National Average,Same As The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Iberia Parish,22045,30.0,-91.81,Non-Shortage Area,,,,,,,,,
2019,Q4,190060,LAKE CHARLES MEMORIAL HOSPITAL,LAKE CHARLES,Louisiana,70601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same As The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Calcasieu Parish,22019,30.21,-93.2,Non-Shortage Area,,,,,,,,,
2019,Q4,190064,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,BATON ROUGE,Louisiana,70808,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,Below The National Average,Above The National Average,Above The National Average,Same As The National Average,Below The National Average,Below The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,East Baton Rouge Parish,22033,30.4,-91.14,Non-Shortage Area,,,,,,,,,
2019,Q4,190065,BATON ROUGE GENERAL MEDICAL CENTER,BATON ROUGE,Louisiana,70806,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Below The National Average,Below The National Average,Same As The National Average,Above The National Average,Same As The National Average,Below The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,East Baton Rouge Parish,22033,30.44,-91.12,Non-Shortage Area,,,,,,,,,
2019,Q4,190079,ST CHARLES PARISH HOSPITAL,LULING,Louisiana,70070,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Not Available,Not Available,Below The National Average,Above The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,St. Charles Parish,22089,29.92,-90.36,Non-Shortage Area,,,,,,,,,
2019,Q4,190081,WEST CARROLL MEMORIAL HOSPITAL,OAK GROVE,Louisiana,71263,Acute Care Hospitals,Proprietary,Yes,Y,4,Same As The National Average,Not Available,Above The National Average,Same As The National Average,Below The National Average,Above The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,West Carroll Parish,22123,32.86,-91.39,Shortage Area,High Needs Geographic HPSA,13.0,3.0,10601.0,21.9,3534:1,Rural,3000:1,0.53
2019,Q4,190086,NORTHERN LOUISIANA MEDICAL CENTER,RUSTON,Louisiana,71270,Acute Care Hospitals,Proprietary,Yes,Y,2,Same As The National Average,Below The National Average,Below The National Average,Below The National Average,Same As The National Average,Same As The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Lincoln Parish,22061,32.53,-92.63,Non-Shortage Area,,,,,,,,,
2019,Q4,190088,SPRINGHILL MEDICAL CENTER,SPRINGHILL,Louisiana,71075,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Same As The National Average,Not Available,Above The National Average,Same As The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Webster Parish,22119,33.0,-93.46,Shortage Area,High Needs Geographic HPSA,17.0,9.065,38265.0,29.8,4221:1,Rural,3000:1,3.695
2019,Q4,190090,WINN PARISH MEDICAL CENTER,WINNFIELD,Louisiana,71483,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Not Available,Below The National Average,Same As The National Average,Same As The National Average,Above The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Winn Parish,22127,31.92,-92.64,Shortage Area,High Needs Geographic HPSA,10.0,3.7,12411.0,18.6,3354:1,Rural,3000:1,0.44
2019,Q4,190098,OCHSNER LSU HEALTH SHREVEPORT,SHREVEPORT,Louisiana,71103,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,Same As The National Average,Below The National Average,Below The National Average,Below The National Average,Below The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Caddo Parish,22017,32.49,-93.77,Non-Shortage Area,,,,,,,,,
2019,Q4,190099,AVOYELLES HOSPITAL,MARKSVILLE,Louisiana,71351,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Not Available,Below The National Average,Same As The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Avoyelles Parish,22009,31.12,-92.06,Shortage Area,High Needs Geographic HPSA,10.0,10.675,36889.0,24.3,3456:1,Rural,3000:1,1.625
2019,Q4,190102,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",LAFAYETTE,Louisiana,70508,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same As The National Average,Below The National Average,Above The National Average,Above The National Average,Below The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Lafayette Parish,22055,30.16,-92.03,Non-Shortage Area,,,,,,,,,
2019,Q4,190106,OAKDALE COMMUNITY HOSPITAL,OAKDALE,Louisiana,71463,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Not Available,Below The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Allen Parish,22003,30.81,-92.65,Shortage Area,Geographic HPSA,11.0,4.61,21022.0,14.5,4560:1,Rural,3500:1,1.4
2019,Q4,190111,"WILLIS KNIGHTON MEDICAL CENTER, INC",SHREVEPORT,Louisiana,71103,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Above The National Average,Below The National Average,Above The National Average,Below The National Average,Below The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Caddo Parish,22017,32.49,-93.77,Non-Shortage Area,,,,,,,,,
2019,Q4,190114,CLAIBORNE MEMORIAL MEDICAL CENTER,HOMER,Louisiana,71040,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same As The National Average,Same As The National Average,Same As The National Average,Not Available,Same As The National Average,Same As The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Claiborne Parish,22027,32.79,-93.05,Shortage Area,High Needs Geographic HPSA,15.0,4.525,13772.0,33.5,3044:1,Rural,3000:1,0.065
2019,Q4,190116,MOREHOUSE GENERAL HOSPITAL,BASTROP,Louisiana,71220,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,Same As The National Average,Not Available,Below The National Average,Below The National Average,Below The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Morehouse Parish,22067,32.77,-91.9,Non-Shortage Area,,,,,,,,,
2019,Q4,190118,DESOTO REGIONAL HEALTH SYSTEM,MANSFIELD,Louisiana,71052,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same As The National Average,Not Available,Below The National Average,Not Available,Below The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,De Soto Parish,22031,32.03,-93.7,Shortage Area,High Needs Geographic HPSA,16.0,4.4,27065.0,21.9,6151:1,Rural,3000:1,4.62
2019,Q4,190125,ST FRANCIS MEDICAL CENTER,MONROE,Louisiana,71201,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,Below The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Ouachita Parish,22073,32.53,-92.11,Non-Shortage Area,,,,,,,,,
2019,Q4,190128,WOMANS HOSPITAL,BATON ROUGE,Louisiana,70817,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,Not Available,Same As The National Average,Not Available,Above The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,East Baton Rouge Parish,22033,30.38,-90.98,Non-Shortage Area,,,,,,,,,
2019,Q4,190140,FRANKLIN MEDICAL CENTER,WINNSBORO,Louisiana,71295,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Same As The National Average,Below The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Franklin Parish,22041,32.16,-91.72,Shortage Area,High Needs Geographic HPSA,13.0,5.15,19026.0,28.9,3694:1,Rural,3000:1,1.19
2019,Q4,190144,MINDEN MEDICAL CENTER,MINDEN,Louisiana,71055,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Above The National Average,Below The National Average,Above The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Webster Parish,22119,32.61,-93.28,Shortage Area,High Needs Geographic HPSA,17.0,9.065,38265.0,29.8,4221:1,Rural,3000:1,3.695
2019,Q4,190145,LASALLE GENERAL HOSPITAL,JENA,Louisiana,71342,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,Same As The National Average,Not Available,Below The National Average,Not Available,Below The National Average,Same As The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,La Salle Parish,22059,31.68,-92.12,Non-Shortage Area,,,,,,,,,
2019,Q4,190146,EAST JEFFERSON GENERAL HOSPITAL,METAIRIE,Louisiana,70006,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,Above The National Average,Above The National Average,Above The National Average,Same As The National Average,Same As The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Jefferson Parish,22051,30.01,-90.19,Non-Shortage Area,,,,,,,,,
2019,Q4,190151,RICHARDSON MEDICAL CENTER,RAYVILLE,Louisiana,71269,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same As The National Average,Not Available,Below The National Average,Same As The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Richland Parish,22083,32.47,-91.75,Non-Shortage Area,,,,,,,,,
2019,Q4,190160,GLENWOOD REGIONAL MEDICAL CENTER,WEST MONROE,Louisiana,71291,Acute Care Hospitals,Proprietary,Yes,Y,3,Above The National Average,Above The National Average,Below The National Average,Below The National Average,Same As The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Ouachita Parish,22073,32.51,-92.14,Non-Shortage Area,,,,,,,,,
2019,Q4,190164,BYRD REGIONAL HOSPITAL,LEESVILLE,Louisiana,71446,Acute Care Hospitals,Proprietary,Yes,Y,4,Same As The National Average,Not Available,Same As The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Vernon Parish,22115,31.13,-93.27,Shortage Area,Geographic HPSA,12.0,9.575,47327.0,17.2,4943:1,Rural,3500:1,3.945
2019,Q4,190167,MERCY REGIONAL MEDICAL CENTER,VILLE PLATTE,Louisiana,70586,Acute Care Hospitals,Proprietary,Yes,Y,5,Same As The National Average,Above The National Average,Above The National Average,Above The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Evangeline Parish,22039,30.69,-92.28,Non-Shortage Area,,,,,,,,,
2019,Q4,190176,TULANE MEDICAL CENTER,NEW ORLEANS,Louisiana,70112,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,Same As The National Average,Below The National Average,Below The National Average,Below The National Average,Above The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Orleans Parish,22071,29.96,-90.08,Non-Shortage Area,,,,,,,,,
2019,Q4,190183,LEONARD J CHABERT MEDICAL CENTER,HOUMA,Louisiana,70363,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same As The National Average,Same As The National Average,Below The National Average,Above The National Average,Same As The National Average,Below The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Terrebonne Parish,22109,29.57,-90.7,Non-Shortage Area,,,,,,,,,
2019,Q4,190184,CITIZENS MEDICAL CENTER,COLUMBIA,Louisiana,71418,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,4,Same As The National Average,Not Available,Below The National Average,Above The National Average,Below The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Caldwell Parish,22021,32.1,-92.07,Shortage Area,High Needs Geographic HPSA,13.0,2.4,9511.0,25.1,3963:1,Rural,3000:1,0.77
2019,Q4,190190,"CALDWELL MEMORIAL HOSPITAL, INC",COLUMBIA,Louisiana,71418,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,4,Same As The National Average,Not Available,Below The National Average,Above The National Average,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Caldwell Parish,22021,32.1,-92.07,Shortage Area,High Needs Geographic HPSA,13.0,2.4,9511.0,25.1,3963:1,Rural,3000:1,0.77
2019,Q4,190201,CHRISTUS OCHSNER LAKE AREA HOSPITAL,LAKE CHARLES,Louisiana,70605,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Same As The National Average,Below The National Average,Same As The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Calcasieu Parish,22019,30.13,-93.27,Non-Shortage Area,,,,,,,,,
2019,Q4,190202,OCHSNER MEDICAL CENTER - BATON ROUGE,BATON ROUGE,Louisiana,70816,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,Same As The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,East Baton Rouge Parish,22033,30.43,-91.02,Non-Shortage Area,,,,,,,,,
2019,Q4,190204,"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",SLIDELL,Louisiana,70461,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Above The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,St. Tammany Parish,22103,30.23,-89.72,Non-Shortage Area,,,,,,,,,
2019,Q4,190205,WOMEN'S AND CHILDREN'S HOSPITAL,LAFAYETTE,Louisiana,70508,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Lafayette Parish,22055,30.16,-92.03,Non-Shortage Area,,,,,,,,,
2019,Q4,190208,EAST CARROLL PARISH HOSPITAL,LAKE PROVIDENCE,Louisiana,71254,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,4,Same As The National Average,Not Available,Below The National Average,Above The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,East Carroll Parish,22035,32.81,-91.18,Non-Shortage Area,,,,,,,,,
2019,Q4,190218,SABINE MEDICAL CENTER,MANY,Louisiana,71449,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Not Available,Below The National Average,Same As The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Sabine Parish,22085,31.56,-93.47,Shortage Area,Geographic HPSA,18.0,1.8,23587.0,18.5,13104:1,Rural,3500:1,4.94
2019,Q4,190242,ST ELIZABETH HOSPITAL,GONZALES,Louisiana,70737,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same As The National Average,Below The National Average,Above The National Average,Above The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Ascension Parish,22005,30.21,-90.92,Non-Shortage Area,,,,,,,,,
2019,Q4,190255,PARK PLACE SURGICAL HOSPITAL,LAFAYETTE,Louisiana,70508,Acute Care Hospitals,Proprietary,No,,5,Not Available,Same As The National Average,Above The National Average,Above The National Average,Below The National Average,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Lafayette Parish,22055,30.16,-92.03,Non-Shortage Area,,,,,,,,,
2019,Q4,190263,HEART HOSPITAL OF LAFAYETTE,LAFAYETTE,Louisiana,70508,Acute Care Hospitals,Proprietary,Yes,Y,4,Below The National Average,Not Available,Same As The National Average,Above The National Average,Below The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Lafayette Parish,22055,30.16,-92.03,Non-Shortage Area,,,,,,,,,
2019,Q4,190267,AVALA,COVINGTON,Louisiana,70433,Acute Care Hospitals,Physician,No,Y,4,Not Available,Not Available,Same As The National Average,Above The National Average,Same As The National Average,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,St. Tammany Parish,22103,30.47,-90.11,Non-Shortage Area,,,,,,,,,
2019,Q4,190274,OCHSNER MEDICAL CENTER-KENNER,KENNER,Louisiana,70065,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Above The National Average,Below The National Average,Same As The National Average,Same As The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Jefferson Parish,22051,30.03,-90.25,Non-Shortage Area,,,,,,,,,
2019,Q4,190298,CENTRAL LOUISIANA SURGICAL HOSPITAL,ALEXANDRIA,Louisiana,71301,Acute Care Hospitals,Physician,No,Y,5,Not Available,Not Available,Same As The National Average,Above The National Average,Same As The National Average,Not Available,Below The National Average,,,,,,,,,,,,,,,,,,,,,Rapides Parish,22079,31.29,-92.46,Non-Shortage Area,,,,,,,,,
2019,Q4,190303,CYPRESS POINTE SURGICAL HOSPITAL,HAMMOND,Louisiana,70403,Acute Care Hospitals,Physician,No,,4,Not Available,Not Available,Below The National Average,Above The National Average,Same As The National Average,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Tangipahoa Parish,22105,30.5,-90.46,Non-Shortage Area,,,,,,,,,
2019,Q4,190308,ST BERNARD PARISH HOSPITAL,CHALMETTE,Louisiana,70043,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,Same As The National Average,Not Available,Same As The National Average,Same As The National Average,Below The National Average,Same As The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,St. Bernard Parish,22087,29.94,-89.96,Shortage Area,High Needs Geographic HPSA,16.0,4.15,45857.0,21.1,11050:1,Non-Rural,3000:1,11.14
2019,Q4,190312,OUR LADY OF THE ANGELS HOSPITAL,BOGALUSA,Louisiana,70427,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same As The National Average,Same As The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Washington Parish,22117,30.78,-89.86,Non-Shortage Area,,,,,,,,,
2019,Q4,250001,UNIVERSITY OF MISSISSIPPI MED CENTER,JACKSON,Mississippi,39216,Acute Care Hospitals,Government - State,Yes,Y,1,Below The National Average,Below The National Average,Below The National Average,Below The National Average,Below The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Hinds County,28049,32.33,-90.16,Non-Shortage Area,,,,,,,,,
2019,Q4,250002,TISHOMINGO HEALTH SERVICES INC,IUKA,Mississippi,38852,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Not Available,Below The National Average,Not Available,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Tishomingo County,28141,34.8,-88.19,Shortage Area,High Needs Geographic HPSA,9.0,4.9,19214.0,16.6,3921:1,Rural,3000:1,1.5
2019,Q4,250004,NORTH MISSISSIPPI MEDICAL CENTER,TUPELO,Mississippi,38801,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below The National Average,Above The National Average,Above The National Average,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Lee County,28081,34.26,-88.73,Non-Shortage Area,,,,,,,,,
2019,Q4,250006,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,NEW ALBANY,Mississippi,38652,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5,Same As The National Average,Same As The National Average,Above The National Average,Above The National Average,Above The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Union County,28145,34.49,-89.02,Non-Shortage Area,,,,,,,,,
2019,Q4,250007,MERIT HEALTH BILOXI,BILOXI,Mississippi,39530,Acute Care Hospitals,Proprietary,Yes,Y,2,Same As The National Average,Same As The National Average,Below The National Average,Below The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Harrison County,28047,30.41,-88.88,Non-Shortage Area,,,,,,,,,
2019,Q4,250009,MAGNOLIA REGIONAL HEALTH CENTER,CORINTH,Mississippi,38834,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,Below The National Average,Below The National Average,Below The National Average,Above The National Average,Same As The National Average,Above The National Average,Above The National Average,,,,,,,,,,,,,,,,,,,,,Alcorn County,28003,34.93,-88.51,Non-Shortage Area,,,,,,,,,
2019,Q4,250012,ALLIANCE HEALTHCARE SYSTEM,HOLLY SPRINGS,Mississippi,38635,Acute Care Hospitals,Physician,Yes,,2,Same As The National Average,Not Available,Below The National Average,Not Available,Same As The National Average,Same As The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Marshall County,28093,34.77,-89.44,Shortage Area,High Needs Geographic HPSA,15.0,3.1,34649.0,19.3,11177:1,Rural,3000:1,8.45
2019,Q4,250019,MEMORIAL HOSPITAL AT GULFPORT,GULFPORT,Mississippi,39502,Acute Care Hospitals,Government - Local,Yes,Y,1,Below The National Average,Below The National Average,Below The National Average,Above The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Harrison County,28047,30.38,-89.06,Non-Shortage Area,,,,,,,,,
2019,Q4,250020,WEBSTER GENERAL HOSPITAL/ SWING BED,EUPORA,Mississippi,39744,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same As The National Average,Not Available,Below The National Average,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Webster County,28155,33.54,-89.27,Shortage Area,High Needs Geographic HPSA,13.0,2.83,9942.0,22.6,3513:1,Rural,3000:1,0.48
2019,Q4,250025,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,AMORY,Mississippi,38821,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Above The National Average,Below The National Average,Above The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Monroe County,28095,33.98,-88.48,Shortage Area,High Needs Geographic HPSA,18.0,7.68,35909.0,21.3,4676:1,Rural,3000:1,4.29
