Year,Quarter,Facility ID,Facility Name,City,State,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,Meets criteria for promoting interoperability of EHRs,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,TE Group Measure Count,Count of Facility TE Measures,County,Common State County FIPS Code,Latitude,Longitude,County HPSA Status,Designation Type,HPSA Score,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,Rural Status,HPSA Provider Ratio Goal,HPSA Shortage
2020,Q4,250096,CROSSGATES RIVER OAKS HOSPITAL,BRANDON,Mississippi,39042,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Not Available,Below the national average,Same as the national average,Same as the national average,Above the national average,Not Available,,,,,,,,,,,,,,,,,,,,,Rankin County,28121,32.28,-90.0,Non-Shortage Area,,,,,,,,,
2020,Q4,250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,MCCOMB,Mississippi,39649,Acute Care Hospitals,Government - Local,Yes,Y,1,Below the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,,,,,,,,,,,,,,,,,,,,,Pike County,28113,31.24,-90.46,Non-Shortage Area,,,,,,,,,
2020,Q4,250099,GREENWOOD LEFLORE HOSPITAL,GREENWOOD,Mississippi,38935,Acute Care Hospitals,Government - Local,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,,,,,,,,,,,,,,,,,,,,,Leflore County,28083,33.51,-90.19,Shortage Area,High Needs Geographic HPSA,16.0,9.315,29109.0,40.4,3125:1,Rural,3000:1,0.385
2020,Q4,250100,BAPTIST MEMORIAL HOSPITAL GOLDEN TRIANGLE INC,COLUMBUS,Mississippi,39701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below the national average,Above the national average,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,,,,,,,,,,,,,,,,,,,,,Lowndes County,28087,33.5,-88.4,Non-Shortage Area,,,,,,,,,
2020,Q4,250102,MISSISSIPPI BAPTIST MEDICAL CENTER,JACKSON,Mississippi,39202,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,,,,,,,,,,,,,,,,,,,,,Hinds County,28049,32.31,-90.17,Non-Shortage Area,,,,,,,,,
2020,Q4,250104,ANDERSON REGIONAL MEDICAL CTR,MERIDIAN,Mississippi,39301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,,,,,,,,,,,,,,,,,,,,Lauderdale County,28075,32.38,-88.71,Non-Shortage Area,,,,,,,,,
2020,Q4,250117,HIGHLAND COMMUNITY  HOSPITAL,PICAYUNE,Mississippi,39466,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,Same as the national average,Not Available,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,,,,,,,,,,,,,,,,,,,,Pearl River County,28109,30.52,-89.67,Shortage Area,High Needs Geographic HPSA,12.0,11.83,53946.0,21.9,4560:1,Rural,3000:1,6.15
2020,Q4,250123,GARDEN PARK MEDICAL CENTER,GULFPORT,Mississippi,39503,Acute Care Hospitals,Proprietary,Yes,Y,4,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,,,,,,,,,,,,,,,,,,,,,Harrison County,28047,30.47,-89.15,Non-Shortage Area,,,,,,,,,
2020,Q4,250124,MAGEE GENERAL HOSPITAL,MAGEE,Mississippi,39111,Acute Care Hospitals,Government - Local,Yes,,2,Same as the national average,Not Available,Below the national average,Not Available,Below the national average,Above the national average,Below the national average,,,,,,,,,,,,,,,,,,,,,Simpson County,28127,31.87,-89.73,Non-Shortage Area,,,,,,,,,
2020,Q4,250127,CHOCTAW HEALTH CENTER,PHILADELPHIA,Mississippi,39350,Acute Care Hospitals,Government - Federal,Yes,,,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Not Available,,,,,,,,,,,,,,,,,,,,,Neshoba County,28099,32.77,-89.1,Shortage Area,High Needs Geographic HPSA,10.0,8.78,28804.0,25.6,3281:1,Rural,3000:1,0.82
2020,Q4,250128,PANOLA MEDICAL CENTER,BATESVILLE,Mississippi,38606,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Not Available,Below the national average,Same as the national average,Same as the national average,Above the national average,Below the national average,,,,,,,,,,,,,,,,,,,,,Panola County,28107,34.31,-89.93,Shortage Area,High Needs Geographic HPSA,14.0,4.65,33893.0,20.2,7289:1,Rural,3000:1,6.65
2020,Q4,250134,WHITFIELD MEDICAL SURGICAL HOSPITAL,WHITFIELD,Mississippi,39193,Acute Care Hospitals,Government - State,No,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Rankin County,28121,32.23,-90.08,Non-Shortage Area,,,,,,,,,
2020,Q4,250136,MERIT HEALTH WOMEN'S HOSPITAL,FLOWOOD,Mississippi,39232,Acute Care Hospitals,Proprietary,No,Y,,Not Available,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Rankin County,28121,32.33,-90.09,Non-Shortage Area,,,,,,,,,
2020,Q4,250138,MERIT HEALTH RIVER OAKS,FLOWOOD,Mississippi,39232,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,,,,,,,,,,,,,,,,,,,,,Rankin County,28121,32.33,-90.09,Non-Shortage Area,,,,,,,,,
2020,Q4,250141,BAPTIST MEMORIAL HOSPITAL DESOTO,SOUTHAVEN,Mississippi,38671,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,,,,,,,,,,,,,,,,,,,,,DeSoto County,28033,34.97,-89.99,Non-Shortage Area,,,,,,,,,
2020,Q4,250151,ALLIANCE HEALTH CENTER,MERIDIAN,Mississippi,39301,Acute Care Hospitals,Proprietary,No,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Lauderdale County,28075,32.38,-88.71,Non-Shortage Area,,,,,,,,,
2020,Q4,250152,MISSISSIPPI METHODIST REHAB CTR,JACKSON,Mississippi,39216,Acute Care Hospitals,Voluntary non-profit - Private,No,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Hinds County,28049,32.33,-90.16,Non-Shortage Area,,,,,,,,,
2020,Q4,250162,OCHSNER MEDICAL CENTER-HANCOCK,BAY SAINT LOUIS,Mississippi,39520,Acute Care Hospitals,Government - Local,Yes,Y,4,Same as the national average,Not Available,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,,,,,,,,,,,,,,,,,,,,Hancock County,28045,30.27,-89.48,Shortage Area,Geographic HPSA,9.0,10.79,44775.0,19.8,4150:1,Non-Rural,3500:1,2.0
2020,Q4,250163,PATIENTS CHOICE MEDICAL CENTER OF SMITH COUNTY,RALEIGH,Mississippi,39153,Acute Care Hospitals,Proprietary,No,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Smith County,28129,32.03,-89.52,Shortage Area,High Needs Geographic HPSA,17.0,1.5,15890.0,18.8,10593:1,Rural,3000:1,3.8
2020,Q4,250167,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,OLIVE BRANCH,Mississippi,38654,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,,,,,,,,,,,,,,,,,,,,,DeSoto County,28033,34.95,-89.82,Non-Shortage Area,,,,,,,,,
2020,Q4,250168,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,GRENADA,Mississippi,38901,Acute Care Hospitals,Government - State,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,,,,,,,,,,,,,,,,,,,,,Grenada County,28043,33.77,-89.81,Non-Shortage Area,,,,,,,,,
2020,Q4,25039F,81st Medical Group (Keesler AFB),Biloxi,Mississippi,39530,Acute Care - Department of Defense,Department of Defense,Yes,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Harrison County,28047,30.41,-88.88,Non-Shortage Area,,,,,,,,,
2020,Q4,251300,S E LACKEY MEMORIAL HOSPITAL,FOREST,Mississippi,39074,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Same as the national average,Not Available,,,,,,,,,,,,,,,,,,,,,Scott County,28123,32.35,-89.47,Shortage Area,High Needs Geographic HPSA,12.0,7.85,27972.0,25.5,3563:1,Rural,3000:1,1.47
2020,Q4,251302,MONROE REGIONAL HOSPITAL,ABERDEEN,Mississippi,39730,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,Not Available,Same as the national average,Not Available,Not Available,Not Available,Same as the national average,,,,,,,,,,,,,,,,,,,,,Monroe County,28095,33.82,-88.55,Shortage Area,High Needs Geographic HPSA,18.0,7.68,35909.0,21.3,4676:1,Rural,3000:1,4.29
2020,Q4,251304,TALLAHATCHIE CRITICAL ACCESS HOSPITAL,CHARLESTON,Mississippi,38921,Critical Access Hospitals,Government - Local,Yes,,,Not Available,Not Available,Not Available,Above the national average,Not Available,Above the national average,Not Available,,,,,,,,,,,,,,,,,,,,,Tallahatchie County,28135,34.0,-90.05,Shortage Area,High Needs Geographic HPSA,23.0,1.0,11718.0,31.6,11718:1,Rural,3000:1,2.91
2020,Q4,251305,LAWRENCE COUNTY HOSPITAL CAH,MONTICELLO,Mississippi,39654,Critical Access Hospitals,Government - Local,Yes,Y,3,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Same as the national average,,,,,,,,,,,,,,,,,,,,,Lawrence County,28077,31.55,-90.11,Shortage Area,High Needs Geographic HPSA,12.0,3.35,12613.0,18.6,3765:1,Rural,3000:1,0.85
2020,Q4,251306,PERRY COUNTY GENERAL HOSP,RICHTON,Mississippi,39476,Critical Access Hospitals,Proprietary,Yes,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Perry County,28111,31.34,-88.94,Shortage Area,High Needs Geographic HPSA,16.0,2.43,12086.0,20.8,4974:1,Rural,3000:1,1.6
2020,Q4,251307,NOXUBEE GENERAL CRITICAL ACCESS HOSP,MACON,Mississippi,39341,Critical Access Hospitals,Government - Local,Yes,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Noxubee County,28103,33.11,-88.56,Shortage Area,High Needs Geographic HPSA,17.0,2.4,10972.0,35.0,4572:1,Rural,3000:1,1.26
2020,Q4,251308,PONTOTOC HEALTH SERVICE INC CAH,PONTOTOC,Mississippi,38863,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Not Available,Not Available,Above the national average,Not Available,Not Available,Above the national average,Same as the national average,,,,,,,,,,,,,,,,,,,,,Pontotoc County,28115,34.24,-89.0,Non-Shortage Area,,,,,,,,,
2020,Q4,251309,FIELD HEALTH SYSTEM,CENTREVILLE,Mississippi,39631,Critical Access Hospitals,Government - Local,Yes,Y,3,Not Available,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available,,,,,,,,,,,,,,,,,,,,,Wilkinson County,28157,31.08,-91.06,Shortage Area,High Needs Geographic HPSA,14.0,2.875,8974.0,34.6,3121:1,Rural,3000:1,0.115
2020,Q4,251312,TYLER HOLMES MEMORIAL HOSPITAL CAH,WINONA,Mississippi,38967,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Not Available,Same as the national average,,,,,,,,,,,,,,,,,,,,,Montgomery County,28097,33.48,-89.72,Shortage Area,High Needs Geographic HPSA,16.0,1.2,9909.0,27.1,8258:1,Rural,3000:1,2.1
2020,Q4,251313,BAPTIST MEDICAL CENTER-YAZOO,YAZOO CITY,Mississippi,39194,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Same as the national average,,,,,,,,,,,,,,,,,,,,,Yazoo County,28163,32.86,-90.4,Shortage Area,High Needs Geographic HPSA,16.0,5.0,23575.0,31.8,4715:1,Rural,3000:1,2.86
2020,Q4,251314,QUITMAN COUNTY HOSPITAL CAH,MARKS,Mississippi,38646,Critical Access Hospitals,Proprietary,Yes,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Quitman County,28119,34.25,-90.27,Shortage Area,High Needs Geographic HPSA,23.0,0.5,7013.0,35.6,14026:1,Rural,3000:1,1.84
2020,Q4,251315,BAPTIST MEDICAL CENTER-LEAKE,CARTHAGE,Mississippi,39051,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Not Available,Above the national average,Not Available,Not Available,Above the national average,Same as the national average,,,,,,,,,,,,,,,,,,,,,Leake County,28079,32.74,-89.53,Shortage Area,High Needs Geographic HPSA,20.0,1.9,22189.0,27.1,11678:1,Rural,3000:1,5.5
2020,Q4,251316,H C WATKINS MEMORIAL HOSPITAL INC,QUITMAN,Mississippi,39355,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,Not Available,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Not Available,,,,,,,,,,,,,,,,,,,,,Clarke County,28023,32.04,-88.72,Shortage Area,High Needs Geographic HPSA,16.0,4.43,16408.0,24.1,3704:1,Rural,3000:1,1.04
2020,Q4,251317,SIMPSON GENERAL HOSPITAL CAH,MENDENHALL,Mississippi,39114,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Not Available,,,,,,,,,,,,,,,,,,,,,Simpson County,28127,31.96,-89.86,Non-Shortage Area,,,,,,,,,
2020,Q4,251318,NORTH SUNFLOWER MEDICAL CENTER CAH,RULEVILLE,Mississippi,38771,Critical Access Hospitals,Government - Local,Yes,,3,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Not Available,Below the national average,,,,,,,,,,,,,,,,,,,,,Sunflower County,28133,33.72,-90.55,Shortage Area,High Needs Geographic HPSA,19.0,5.13,21868.0,31.7,4263:1,Rural,3000:1,2.16
2020,Q4,251319,HOLMES COUNTY HOSPITAL AND CLINICS,LEXINGTON,Mississippi,39095,Critical Access Hospitals,Government - State,Yes,Y,,Not Available,Not Available,Same as the national average,Not Available,Not Available,Same as the national average,Not Available,,,,,,,,,,,,,,,,,,,,,Holmes County,28051,33.11,-90.04,Shortage Area,High Needs Geographic HPSA,11.0,5.055,17005.0,42.3,3364:1,Rural,3000:1,0.615
2020,Q4,251320,CLAIBORNE COUNTY HOSPITAL,PORT GIBSON,Mississippi,39150,Critical Access Hospitals,Government - Local,No,,,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Claiborne County,28021,31.95,-90.98,Shortage Area,High Needs Geographic HPSA,18.0,1.8,8329.0,41.0,4627:1,Rural,3000:1,0.98
2020,Q4,251322,LAIRD HOSPITAL INC,UNION,Mississippi,39365,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3,Not Available,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Same as the national average,,,,,,,,,,,,,,,,,,,,,Neshoba County,28099,32.57,-89.11,Shortage Area,High Needs Geographic HPSA,10.0,8.78,28804.0,25.6,3281:1,Rural,3000:1,0.82
2020,Q4,251323,SCOTT REGIONAL HOSPITAL CAH,MORTON,Mississippi,39117,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,Not Available,Not Available,Above the national average,Not Available,Not Available,Above the national average,Same as the national average,,,,,,,,,,,,,,,,,,,,,Scott County,28123,32.35,-89.65,Shortage Area,High Needs Geographic HPSA,12.0,7.85,27972.0,25.5,3563:1,Rural,3000:1,1.47
2020,Q4,251324,WALTHALL COUNTY GENERAL HOSPITAL CAH,TYLERTOWN,Mississippi,39667,Critical Access Hospitals,Government - Local,Yes,Y,,Not Available,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Walthall County,28147,31.11,-90.14,Shortage Area,High Needs Geographic HPSA,13.0,4.125,14304.0,23.9,3468:1,Rural,3000:1,0.645
2020,Q4,251325,COVINGTON COUNTY HOSPITAL CAH,COLLINS,Mississippi,39428,Critical Access Hospitals,Government - Local,Yes,,2,Same as the national average,Not Available,Below the national average,Not Available,Not Available,Above the national average,Not Available,,,,,,,,,,,,,,,,,,,,,Covington County,28031,31.63,-89.55,Shortage Area,High Needs Geographic HPSA,17.0,4.6,19199.0,28.3,4174:1,Rural,3000:1,1.8
2020,Q4,251326,JEFFERSON DAVIS GENERAL HOSPITAL,PRENTISS,Mississippi,39474,Critical Access Hospitals,Government - Local,Yes,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Above the national average,Not Available,,,,,,,,,,,,,,,,,,,,,Jefferson Davis County,28065,31.59,-89.87,Shortage Area,High Needs Geographic HPSA,12.0,2.9,11157.0,24.9,3847:1,Rural,3000:1,0.82
2020,Q4,251327,COPIAH COUNTY MEDICAL CENTER,HAZLEHURST,Mississippi,39083,Critical Access Hospitals,Government - Local,Yes,Y,,Not Available,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Copiah County,28029,31.86,-90.39,Shortage Area,High Needs Geographic HPSA,13.0,6.75,27541.0,24.0,4080:1,Rural,3000:1,2.43
2020,Q4,251329,GREENE COUNTY HOSPITAL CAH,LEAKESVILLE,Mississippi,39451,Critical Access Hospitals,Government - Local,Yes,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Greene County,28041,31.15,-88.55,Shortage Area,Geographic HPSA,11.0,1.0,9776.0,18.4,9776:1,Rural,3500:1,1.79
2020,Q4,251330,FRANKLIN COUNTY MEMORIAL HOSPITAL,MEADVILLE,Mississippi,39653,Critical Access Hospitals,Government - Local,Yes,,,Not Available,Not Available,Above the national average,Not Available,Not Available,Above the national average,Not Available,,,,,,,,,,,,,,,,,,,,,Franklin County,28037,31.47,-90.89,Non-Shortage Area,,,,,,,,,
2020,Q4,251331,"BAPTIST MEMORIAL HOSPITAL - CALHOUN, INC.",CALHOUN CITY,Mississippi,38916,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Not Available,,,,,,,,,,,,,,,,,,,,,Calhoun County,28013,33.85,-89.31,Shortage Area,High Needs Geographic HPSA,14.0,3.875,14217.0,21.5,3669:1,Rural,3000:1,0.865
2020,Q4,251333,PEARL RIVER COUNTY HOSPITAL,POPLARVILLE,Mississippi,39470,Critical Access Hospitals,Government - Local,Yes,,,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Not Available,,,,,,,,,,,,,,,,,,,,,Pearl River County,28109,30.83,-89.53,Shortage Area,High Needs Geographic HPSA,12.0,11.83,53946.0,21.9,4560:1,Rural,3000:1,6.15
2020,Q4,251334,CHOCTAW REGIONAL MEDICAL CENTER,ACKERMAN,Mississippi,39735,Critical Access Hospitals,Government - Local,Yes,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Choctaw County,28019,33.31,-89.17,Non-Shortage Area,,,,,,,,,
2020,Q4,251335,JOHN C STENNIS MEMORIAL HOSPITAL,DE KALB,Mississippi,39328,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Not Available,,,,,,,,,,,,,,,,,,,,,Kemper County,28069,32.76,-88.65,Shortage Area,High Needs Geographic HPSA,18.0,2.0,9040.0,28.5,4520:1,Rural,3000:1,1.01
2020,Q4,251336,BAPTIST MEDICAL CENTER ATTALA,KOSCIUSKO,Mississippi,39090,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Same as the national average,,,,,,,,,,,,,,,,,,,,,Attala County,28007,33.05,-89.58,Non-Shortage Area,,,,,,,,,
2020,Q4,251337,TIPPAH COUNTY HOSPITAL,RIPLEY,Mississippi,38663,Critical Access Hospitals,Government - Local,Yes,Y,4,Same as the national average,Not Available,Above the national average,Not Available,Same as the national average,Above the national average,Not Available,,,,,,,,,,,,,,,,,,,,,Tippah County,28139,34.72,-88.94,Shortage Area,High Needs Geographic HPSA,21.0,1.38,21713.0,24.9,15734:1,Rural,3000:1,5.86
2020,Q4,251338,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,ROLLING FORK,Mississippi,39159,Critical Access Hospitals,Government - Local,Yes,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Sharkey County,28125,32.9,-90.87,Shortage Area,High Needs Geographic HPSA,21.0,1.05,5630.0,33.1,5362:1,Rural,3000:1,0.83
2020,Q4,254005,PARKWOOD BEHAVIORAL HEALTH SYSTEM,OLIVE BRANCH,Mississippi,38654,Psychiatric,Proprietary,No,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,DeSoto County,28033,34.95,-89.82,Non-Shortage Area,,,,,,,,,
2020,Q4,254007,BRENTWOOD BEHAVIORAL HEALTHCARE OF MS,FLOWOOD,Mississippi,39232,Psychiatric,Proprietary,Yes,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Rankin County,28121,32.33,-90.09,Non-Shortage Area,,,,,,,,,
2020,Q4,254008,SOUTH MISSISSIPPI STATE HOSPITAL,PURVIS,Mississippi,39475,Psychiatric,Government - State,No,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Lamar County,28073,31.14,-89.4,Shortage Area,Geographic HPSA,14.0,11.65,57523.0,16.0,4938:1,Partially Rural,3500:1,4.79
2020,Q4,254009,NORTH MISSISSIPPI STATE HOSPITAL,TUPELO,Mississippi,38804,Psychiatric,Government - State,No,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Lee County,28081,34.28,-88.67,Non-Shortage Area,,,,,,,,,
2020,Q4,254010,MS STATE HOSPITAL-WHITFIELD,WHITFIELD,Mississippi,39193,Psychiatric,Government - Local,Yes,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Rankin County,28121,32.23,-90.08,Non-Shortage Area,,,,,,,,,
2020,Q4,254011,GULFPORT BEHAVIORAL HEALTH  SYSTEM,GPT,Mississippi,39503,Psychiatric,Proprietary,No,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Harrison County,28047,30.47,-89.15,Non-Shortage Area,,,,,,,,,
2021,Q4,10001,SOUTHEAST HEALTH MEDICAL CENTER,DOTHAN,Alabama,36301,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,,,,,,,,,7,7,0,6,1,8,8,2,6,0,11,11,1,9,1,8,8,14,11,Houston County,01069,31.14,-85.4,Non-Shortage Area,,,,,,,,,
2021,Q4,10005,MARSHALL MEDICAL CENTERS,BOAZ,Alabama,35957,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,,,,,,,,Y,7,6,0,4,2,8,7,0,7,0,11,10,0,9,1,8,8,14,14,Marshall County,01095,34.2,-86.15,Shortage Area,High Needs Geographic HPSA,10.0,31.48,95375.0,20.5,3030:1,Rural,3000:1,0.31
2021,Q4,10006,NORTH ALABAMA MEDICAL CENTER,FLORENCE,Alabama,35630,Acute Care Hospitals,Proprietary,Yes,,2,,,,,,,,Y,7,7,0,4,3,8,7,3,4,0,11,9,1,7,1,8,8,14,11,Lauderdale County,01077,34.82,-87.66,Non-Shortage Area,,,,,,,,,
2021,Q4,10007,MIZELL MEMORIAL HOSPITAL,OPP,Alabama,36467,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,,,,,,,,Y,7,4,0,3,1,8,2,0,2,0,11,6,0,6,0,8,8,14,7,Covington County,01039,31.29,-86.25,Non-Shortage Area,,,,,,,,,
2021,Q4,10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,Alabama,36049,Acute Care Hospitals,Proprietary,Yes,,2,,,,,,,,,7,3,0,3,0,8,1,0,1,0,11,4,0,4,0,8,Not Available,14,8,Crenshaw County,01041,31.7,-86.26,Shortage Area,Geographic HPSA,16.0,1.65,13623.0,15.1,8256:1,Rural,3500:1,2.24
2021,Q4,10011,ST. VINCENT'S EAST,BIRMINGHAM,Alabama,35235,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,,,,,,,,Y,7,7,0,7,0,8,7,2,5,0,11,9,0,6,3,8,8,14,9,Jefferson County,01073,33.62,-86.65,Non-Shortage Area,,,,,,,,,
2021,Q4,10012,DEKALB REGIONAL MEDICAL CENTER,FORT PAYNE,Alabama,35968,Acute Care Hospitals,Proprietary,Yes,,3,,,,,,,,Y,7,5,0,5,0,8,3,1,2,0,11,7,0,7,0,8,8,14,10,DeKalb County,01049,34.55,-85.74,Shortage Area,High Needs Geographic HPSA,14.0,16.15,70355.0,21.0,4356:1,Rural,3000:1,7.3
2021,Q4,10016,SHELBY BAPTIST MEDICAL CENTER,ALABASTER,Alabama,35007,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,,,,,,,,Y,7,7,0,7,0,8,7,4,3,0,11,9,1,7,1,8,8,14,10,Shelby County,01117,33.22,-86.82,Non-Shortage Area,,,,,,,,,
2021,Q4,10018,CALLAHAN EYE HOSPITAL,BIRMINGHAM,Alabama,35233,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,Y,7,Not Available,Not Available,Not Available,Not Available,8,1,0,1,0,11,1,0,1,0,8,Not Available,14,3,Jefferson County,01073,33.52,-86.79,Non-Shortage Area,,,,,,,,,
2021,Q4,10019,HELEN KELLER HOSPITAL,SHEFFIELD,Alabama,35660,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,,,,,,,,Y,7,5,0,5,0,8,7,0,7,0,11,9,0,9,0,8,8,14,12,Colbert County,01033,34.75,-87.7,Non-Shortage Area,,,,,,,,,
